,original_text,ground_truth_output
815,"Which descendants of Genghis Khan tried to dissociate themselves from the Mongol massacres in the Middle East?>>>>Although the famous Mughal emperors were proud descendants of Genghis Khan and particularly Timur, they clearly distanced themselves from the Mongol atrocities committed against the Khwarizim Shahs, Turks, Persians, the citizens of Baghdad and Damascus, Nishapur, Bukhara and historical figures such as Attar of Nishapur and many other notable Muslims.",0.0
816,What did Luther try to avoid in setting up his church?>>>>He also did not wish to replace one controlling system with another.,1.0
817,"How much did the population of Victoria increase in ten years after the discovery of gold?>>>>Victoria produced in the decade 1851–1860 20 million ounces of gold, one third of the world's output[citation needed].",1.0
818,Who produced the illumination for the 1524 Charter that is in the V&A library archive?>>>>Writers whose papers are in the library are as diverse as Charles Dickens and Beatrix Potter.,1.0
819,Innate cells can act as mediators in the activation of what branch of the immune system?>>>>Innate cells are also important mediators in the activation of the adaptive immune system.,0.0
820,"Who was one man who joined hands and said ""Lord of the Church, we are united in Thee...?"">>>>With the words, ""Lord of the Church, we are united in Thee, in Thy Church and now in The United Methodist Church"" the new denomination was given birth by the two churches that had distinguished histories and influential ministries in various parts of the world.",1.0
821,"What was the Fresno Fairgrounds used as?>>>>During 1942, Pinedale, in what is now North Fresno, was the site of the Pinedale Assembly Center, an interim facility for the relocation of Fresno area Japanese Americans to internment camps.",1.0
822,"Though Turabi proclaimed his support for the democratic process, he strictly applied what after coming into power?>>>>After al-Nimeiry was overthrown in 1985 the party did poorly in national elections, but in 1989 it was able to overthrow the elected post-al-Nimeiry government with the help of the military.",1.0
823,"What paper is commonly considered the bellwether ushering in systematic studies computational complexity?>>>>Also, in 1965 Edmonds defined a ""good"" algorithm as one with running time bounded by a polynomial of the input size.",1.0
824,"Who, according to the text, caused Cam Newton to lose the ball during a tackle?>>>>A few plays later, on 3rd-and-10 from the 15-yard line, linebacker Von Miller knocked the ball out of Newton's hands while sacking him, and Malik Jackson recovered it in the end zone for a Broncos touchdown, giving the team a 10–0 lead.",0.0
825,"What did the General Conference on Weights and Measures name after Tesla in 1960?>>>>His work fell into relative obscurity after his death, but in 1960 the General Conference on Weights and Measures named the SI unit of magnetic flux density the tesla in his honor.",0.0
826,"What does computational complexity theory most specifically seek to answer?>>>>The quantitative answer to this particular problem instance is of little use for solving other instances of the problem, such as asking for a round trip through all sites in Milan whose total length is at most 10 km.",1.0
827,Deacons serve a term of how many years as provisional deacons?>>>>Deacons serve a term of 2–3 years as provisional deacons prior to their ordination.,0.0
828,"In what year did Priestley publish the findings of his experiments?>>>>Because he published his findings first, Priestley is usually given priority in the discovery.",1.0
829,"What time did a river system develop in the Upper Rhine Graben?>>>>By the time of the Miocene, a river system had developed in the Upper Rhine Graben, that continued northward and is considered the first Rhine river.",0.0
830,"In what years did the show see audiences as high as 12 million?>>>>The second was the late 1970s, when Tom Baker occasionally drew audiences of over 12 million.",0.0
831,"Other theories of the word's origin can be generally classed as what?>>>>Janet Gray and other supporters of the hypothesis suggest that the name huguenote would be roughly equivalent to little Hugos, or those who want Hugo.",1.0
832,"What are the three construction subsectors?>>>>To recognize the differences of companies in this sector, it is divided into three subsectors: building construction, heavy and civil engineering construction, and specialty trade contractors.",0.0
833,How much of the earth's atmosphere is diatomic oxygen?>>>>Diatomic oxygen gas constitutes 20.8% of the Earth's atmosphere.,0.0
834,"What does a receiver have to be equipped with to view encrypted content?>>>>Unofficial CAMs are now available to view the service, although use of them breaks the user's contract with Sky and invalidates the user's rights to use the card.",1.0
835,"What was a plugs-out test done to simulate on the LC-34?>>>>A ""plugs-out"" test was planned for January, which would simulate a launch countdown on LC-34 with the spacecraft transferring from pad-supplied to internal power.",0.0
836,"Why does Fresno only have UHF television stations?>>>>The very first Fresno television station to begin broadcasting was KMJ-TV, which debuted on June 1, 1953.",1.0
837,"What can a simultaneous hermaphrodite do?>>>>Most species are hermaphrodites—a single animal can produce both eggs and sperm, meaning it can fertilize its own egg, not needing a mate.",1.0
838,Constructing a project that fails to adhere to codes does not benefit whom?>>>>Constructing a project that fails to adhere to codes does not benefit the owner.,0.0
839,"What public policy school found it's home in the building that Ludwig Mies van der Rohe designed?>>>>In 1955, Eero Saarinen was contracted to develop a second master plan, which led to the construction of buildings both north and south of the Midway, including the Laird Bell Law Quadrangle (a complex designed by Saarinen); a series of arts buildings; a building designed by Ludwig Mies van der Rohe for the university's School of Social Service Administration;, a building which is to become the home of the Harris School of Public Policy Studies by Edward Durrell Stone, and the Regenstein Library, the largest building on campus, a brutalist structure designed by Walter Netsch of the Chicago firm Skidmore, Owings & Merrill.",0.0
840,"How many points did the Broncos defense allow their opponents to get?>>>>Linebacker DeMarcus Ware was selected to play in the Pro Bowl for the ninth time in his career, ranking second on the team with 7½ sacks.",1.0
841,"What percentage of Warsaw's population was Protestant in 1901?>>>>According to the 1901 census, out of 711,988 inhabitants 56.2% were Catholics, 35.7% Jews, 5% Greek orthodox Christians and 2.8% Protestants.",0.0
842,"Who served his dinner?>>>>He dined alone, except on the rare occasions when he would give a dinner to a group to meet his social obligations.",1.0
843,"What is the name of the old north branch of the Rhine?>>>>The name Rijn, from here on, is used only for smaller streams farther to the north, which together formed the main river Rhine in Roman times.",1.0
844,"Where is St Aloysius' College located?>>>>They are usually expensive schools that tend to be up-market and traditional in style, some Catholic schools fall into this category as well, e.g. St Joseph's College, Gregory Terrace, Saint Ignatius' College, Riverview, St Gregory's College, Campbelltown, St Aloysius' College (Sydney) and St Joseph's College, Hunters Hill, as well as Loreto Kirribilli, Monte Sant Angelo Mercy College, St Ursula's College and Loreto Normanhurst for girls.",0.0
845,"School desegregation in the United States led to an increased number of students of what ethnicity in public schools?>>>>In many parts of the United States, after the 1954 decision in the landmark court case Brown v. Board of Education of Topeka that demanded United States schools desegregate ""with all deliberate speed"", local families organized a wave of private ""Christian academies"".",1.0
846,"How many hymns of Luther were included in the Achtliederbuch?>>>>He supplied four of eight songs of the First Lutheran hymnal Achtliederbuch, 18 of 26 songs of the Erfurt Enchiridion, and 24 of the 32 songs in the first choral hymnal with settings by Johann Walter, Eyn geystlich",0.0
847,"What was done to counteract the overpopulation of mnemiopsis in The Black Sea?>>>>One ctenophore, Mnemiopsis, has accidentally been introduced into the Black Sea, where it is blamed for causing fish stocks to collapse by eating both fish larvae and organisms that would otherwise have fed the fish.",1.0
848,"The Asante and Lunda Empires were in which region?>>>>Sub-Saharan Africa has also featured dozens of empires that predate the European colonial era, for example the Ethiopian Empire, Oyo Empire, Asante Union, Luba Empire, Lunda Empire, and Mutapa Empire.",0.0
849,"How many Victorians are Catholic?>>>>Roman Catholics form the single largest religious group in the state with 26.7% of the Victorian population, followed by Anglicans and members of the Uniting Church.",0.0
850,"When does rain typically fall in Jacksonville?>>>>Due to Jacksonville's low latitude and coastal location, the city sees very little cold weather, and winters are typically mild and sunny.",1.0
851,"What suffered considerably for Warsaw when it had an Eastern Bloc economy?>>>>However, over the past decade Warsaw has seen many improvements due to solid economic growth, an increase in foreign investment as well as funding from the European Union.",1.0
852,"What does a country acquire as it develops?>>>>Eventually, through various possible redistribution mechanisms such as social welfare programs, more developed countries move back to lower levels of inequality.",1.0
853,"Where does the largest part of Kenya's power come from?>>>>The state-owned Kenya Electricity Generating Company (KenGen), established in 1997 under the name of Kenya Power Company, handles the generation of electricity, while Kenya Power handles the electricity transmission and distribution system in the country.",1.0
854,"What has the United Nations designed ISIL?>>>>The United Nations has held ISIL responsible for human rights abuses and war crimes, and Amnesty International has reported ethnic cleansing by the group on a ""historic scale"".",1.0
855,"What day was Tesla's funeral?>>>>After the funeral, Tesla's body was taken to the Ferncliff Cemetery in Ardsley, New York, where it was later cremated.",1.0
856,"What have some inverted repeats become?>>>>It is possible that the inverted repeats help stabilize the rest of the chloroplast genome, as chloroplast DNAs which have lost some of the inverted repeat segments tend to get rearranged more.",1.0
857,"Who invited Washington to dine with him?>>>>Jacques Legardeur de Saint-Pierre, who succeeded Marin as commander of the French forces after the latter died on October 29, invited Washington to dine with him.",0.0
858,Where in South Carolina did Huguenot nobility settle?>>>>He became pastor of the first Huguenot church in North America in that city.,1.0
859,"Healing services involve the laying on of hands and what else?>>>>Some clergy offer healing services, while exorcism is an occasional practice by some clergy in The United Methodist Church in Africa.",1.0
860,Who handled pre-game coverage on Westwood One?>>>>Jim Gray will anchor the pre-game and halftime coverage.,0.0
861,What is the lower canal regulation of the Rhine?>>>>It is expected that the continuous input of sediment into the lake will silt up the lake.,1.0
862,"What is another term for x-ray imaging?>>>>Tesla held that, with his circuits, the ""instrument will ... enable one to generate Roentgen rays of much greater power than obtainable with ordinary apparatus.""",1.0
863,"What other European Protestant leader was educated at the University of Paris?>>>>William Farel was a student of Lefevre who went on to become a leader of the Swiss Reformation, establishing a Protestant government in Geneva.",1.0
864,"Approximately how many items are in the glass collection of the V&A?>>>>There are many examples of crystal chandeliers both English, displayed in the British galleries and foreign for example Venetian (attributed to Giuseppe Briati) dated c1750 are in the collection.",1.0
865,"What was the containment failure rate in a tobacco plant study using plastid transformation?>>>>This makes plastid transformation a valuable tool for the creation and cultivation of genetically modified plants that are biologically contained, thus posing significantly lower environmental risks.",1.0
866,What do a number of researchers think a shortage of is caused in part by income inequality?>>>>The ad valorem property tax policy combined with rising prices made it difficult or impossible for low income residents to keep pace.,1.0
867,Where did Tesla work with Edison?>>>>Tesla gained experience in telephony and electrical engineering before emigrating to the United States in 1884 to work for Thomas Edison in New York City.,0.0
868,What part of the Rhine flows through North Rhine-Westphalia?>>>>The Lower Rhine flows through North Rhine-Westphalia.,0.0
869,"Which rival of the Mongols is suspected of inventing the story that Genghis Khan was murdered by a captured princess?>>>>One chronicle from the early 17th century even relates the legend that the princess hid a small dagger and stabbed him, though some Mongol authors have doubted this version and suspected it to be an invention by the rival Oirads.",0.0
870,"Which descendants of Genghis Khan tried to dissociate themselves from the Mongol massacres in the Middle East?>>>>However, Mughal Emperors directly patronized the legacies of Genghis Khan and Timur; together their names were synonymous with the names of other distinguished personalities particularly among the Muslim populations of South Asia.",1.0
871,What are some of the causes of child labor?>>>>The Ministry of Gender and Child Affairs employed 400 child protection officers in 2009.,1.0
872,"How did Luther describe his learning at the university?>>>>He was made to wake at four every morning for what has been described as ""a day of rote learning and often wearying spiritual exercises.""",0.0
873,How many Doctor Who soundtracks have been released since 2005?>>>>Six soundtrack releases have been released since 2005.,0.0
874,"When did representatives start working on the finer details of the deal?>>>>On 29 February 2008, representatives of PNU and ODM began working on the finer details of the power-sharing agreement.",0.0
875,"Under Elie Metchnikoff's cellular theory, what cells were responsible for immune response?>>>>According to the cellular theory of immunity, represented in particular by Elie Metchnikoff, it was cells – more precisely, phagocytes – that were responsible for immune responses.",0.0
876,"For how many years was evidence shown that humans shaped the the Amazon?>>>>The BBC's Unnatural Histories presented evidence that the Amazon rainforest, rather than being a pristine wilderness, has been shaped by man for at least 11,000 years through practices such as forest gardening and terra preta.",0.0
877,"What type of theatre is the Warsaw Fotoplastikon?>>>>The Warsaw Uprising Museum also operates a rare preserved and operating historic stereoscopic theatre, the Warsaw Fotoplastikon.",0.0
878,"Who designed the largest item from Italy that is part of the V&A sculpture collection?>>>>The largest item from Italy is the Chancel Chapel from Santa Chiara Florence dated 1493–1500, designed by Giuliano da Sangallo it is 11.1 metres in height by 5.4 metres square, it includes a grand sculpted tabernacle by Antonio Rossellino and coloured terracotta decoration.",0.0
879,"How much money did Dillon, Read & Co offer Mark Woods for NBC Blue?>>>>Investment firm Dillon, Read & Co. (which was later acquired by the Swiss Bank Corporation in 1997) offered $7.5 million to purchase the network, but the offer was rejected by Woods and RCA president David Sarnoff.",0.0
880,"What was the name of Wesley's famous sermon in which he warned against the dangers of drinking?>>>>Today the United Methodist Church states that it ""affirms our long-standing support of abstinence from alcohol as a faithful witness to God's liberating and redeeming love for persons.""",1.0
881,When did the Arab oil producers lift the embargo?>>>>The promise of a negotiated settlement between Israel and Syria was enough to convince Arab oil producers to lift the embargo in March 1974.,0.0
882,"Who had Toghtogha tried to defeat?>>>>In 1354, when Toghtogha led a large army to crush the Red Turban rebels, Toghun Temür suddenly dismissed him for fear of betrayal.",0.0
883,When was the deportation of Acadians?>>>>The deportation of Acadians beginning in 1755 resulted in land made available to migrants from Europe and the colonies further south.,0.0
884,"What were British plans against French?>>>>The British, intending to blockade French ports, sent out their fleet in February 1755, but the French fleet had already sailed.",0.0
885,Infrastructure is often called what?>>>>There are other ways to break the industry into sectors or markets.,1.0
886,What did the SNP publicly opine about the oil revenues?>>>>The party argued that the revenues from the oil were not benefitting Scotland as much as they should.,0.0
887,"What report had the correct date?>>>>The IPCC has since acknowledged that the date is incorrect, while reaffirming that the conclusion in the final summary was robust.",1.0
888,"Besides the radicals who else did Luther have to deal with?>>>>By working alongside the authorities to restore public order, he signalled his reinvention as a conservative force within the Reformation.",1.0
889,"Where was the Rhine regulated with an upper canal?>>>>A regulation of the Rhine was called for, with an upper canal near Diepoldsau and a lower canal at Fußach, in order to counteract the constant flooding and strong sedimentation in the western Rhine Delta.",0.0
890,"How many times did Newcastle fight off the Scots during the 14th century?>>>>Newcastle was successfully defended against the Scots three times during the 14th century, and was created a county corporate with its own sheriff by Henry IV in 1400.",0.0
891,"How did Vaudreuil react when Johnson was seen as larger threat?>>>>When Johnson was seen as the larger threat, Vaudreuil sent Dieskau to Fort St. Frédéric to meet that threat.",0.0
892,What happened to nearby light bulbs?>>>>People walking along the street observed sparks jumping between their feet and the ground.,1.0
893,"The region spans starting at islands found in which body of water?>>>>Southern California consists of one of the more varied collections of geologic, topographic, and natural ecosystem landscapes in a diversity outnumbering other major regions in the state and country.",1.0
894,"How much has a Lama agreed to be reborn?>>>>A Lama who has through phowa and siddhi consciously determined to be reborn, often many times, in order to continue their Bodhisattva vow is called a Tulku.",0.0
895,"What party had a victory in the 2015 UK election?>>>>Following the Conservative victory in the 2015 UK election, standing orders of the House of Commons were changed to give MPs representing English constituencies a new ""veto"" over laws only affecting England.",0.0
896,"How many factors of health and social problems did Wilkinson and PIckett identify?>>>>Creating an index of ""Health and Social Problems"" from nine factors, authors Richard Wilkinson and Kate Pickett found health and social problems ""more common in countries with bigger income inequalities"", and more common among states in the US with larger income inequalities.",0.0
897,"What company developed the most successful steam engine indicator?>>>>Early versions were in use by 1851, but the most successful indicator was developed for the high speed engine inventor and manufacturer Charles Porter by Charles Richard and exhibited at London Exhibition in 1862.",0.0
898,"Which theorem states that every large even integer can be written as a prime summed with a semiprime?>>>>Chen's theorem says that every sufficiently large even number can be expressed as the sum of a prime and a semiprime, the product of two primes.",0.0
899,"What French City was New Rochelle named after?>>>>It was named New Rochelle after La Rochelle, their former strong-hold in France.",0.0
900,"What is the English translation of Het Scheur?>>>>The largest and southern main branch begins as Waal and continues as Boven Merwede (""Upper Merwede""), Beneden Merwede (""Lower Merwede""), Noord River (""North River""), Nieuwe Maas (""New Meuse""), Het Scheur (""the Rip"") and Nieuwe Waterweg (""New Waterway"").",0.0
901,When were the Mongols defeated by the Tran?>>>>Professor Liam Kelley noted that people from Song dynasty China like Zhao Zhong and Xu Zongdao fled to Tran dynasty ruled Vietnam after the Mongol invasion of the Song and they helped the Tran fight against the Mongol invasion.,1.0
902,What causes the population of ctenophora to grow at an explosive rate?>>>>The combination of hermaphroditism and early reproduction enables small populations to grow at an explosive rate.,0.0
903,"What is one condition that an element p of R must satisfy in order to be considered a prime element?>>>>An element p of R is called prime element if it is neither zero nor a unit (i.e., does not have a multiplicative inverse) and satisfies the following requirement: given x and y in R such that p divides the product xy, then p divides x or y. An element is irreducible if it is not a unit and cannot be written as a product of two ring elements that are not units.",0.0
904,"How is packet switching charecterized>>>>In cases of billable services, such as cellular communication services, circuit switching is characterized by a fee per unit of connection time, even when no data is transferred, while packet switching may be characterized by a fee per unit of information transmitted, such as characters, packets, or messages.",0.0
905,What is the main gap to continued urbanization?>>>>The cities and communities along Interstate 15 and Interstate 215 are so inter-related that Temecula and Murrieta have as much connection with the San Diego metropolitan area as they do with the Inland Empire.,1.0
906,"What books did Bayle publish?>>>>He started teaching in Rotterdam, where he finished writing and publishing his multi-volume masterpiece, Historical and Critical Dictionary.",0.0
907,"When do chloroplasts spread out flat?>>>>In low-light conditions, they will spread out in a sheet—maximizing the surface area to absorb light.",0.0
908,What antibody is transported from the mother to baby across the placenta?>>>>Breast milk or colostrum also contains antibodies that are transferred to the gut of the infant and protect against bacterial infections until the newborn can synthesize its own antibodies.,1.0
909,"Who receives higher salaries at private schools that charge higher tuition?>>>>Tuition at private secondary schools varies from school to school and depends on many factors, including the location of the school, the willingness of parents to pay, peer tuitions and the school's financial endowment.",1.0
910,"What body part did Thomas Davis break during the NFC Championship Game?>>>>Carolina suffered a major setback when Thomas Davis, an 11-year veteran who had already overcome three ACL tears in his career, went down with a broken arm in the NFC Championship Game.",0.0
911,"What can result in more equal distribution of income?>>>>Additionally, steeper tax progressivity applied to social spending can result in a more equal distribution of income across the board.",0.0
912,"How much did Tesla weigh?>>>>He was an elegant, stylish figure in New York City, meticulous in his grooming, clothing, and regimented in his daily activities.",1.0
913,"What is the name of a Time Lord that Doctor Who has fought?>>>>Occasionally serials were loosely connected by a storyline, such as season 8 being devoted to the Doctor battling a rogue Time Lord called The Master, season 16's quest for The Key to Time, season 18's journey through E-Space and the theme of entropy, and season 20's Black Guardian Trilogy.",0.0
914,"Who was the announcer for Westwood One's Super Bowl 50 coverage?>>>>Westwood One will carry the game throughout North America, with Kevin Harlan as play-by-play announcer, Boomer Esiason and Dan Fouts as color analysts, and James Lofton and Mark Malone as sideline reporters.",0.0
915,"What person argues that civil disobedience is used to describe everything?>>>>Marshall Cohen notes, ""It has been used to describe everything from bringing a test-case in the federal courts to taking aim at a federal official.",0.0
916,"How many types of science fiction have been impacted by Tesla?>>>>Tesla's legacy has endured in books, films, radio, TV, music, live theater, comics and video games.",1.0
917,"Which well-known general abandoned Jamukha's coalition against Temüjin?>>>>Jamukha's assumption of this title was the final breach with Temüjin, and Jamukha formed a coalition of tribes to oppose him.",1.0
918,"Why did the demand for rentals decrease?>>>>Through gentrification of older neighbourhoods, for example, in East New York, rental prices increased rapidly as landlords found new residents willing to pay higher market rate for housing and left lower income families without rental units.",1.0
919,"When was the sale of NBC Blue to Edward John Noble authorized?>>>>Edward John Noble, the owner of Life Savers candy, drugstore chain Rexall and New York City radio station WMCA, purchased the network for $8 million.",1.0
920,"When will Ford's manufacturing plants close?>>>>Historically, Victoria has been the base for the manufacturing plants of the major car brands Ford, Toyota and Holden; however, closure announcements by all three companies in the 21st century will mean that Australia will no longer be a base for the global car industry, with Toyota's statement in February 2014 outlining a closure year of 2017.",1.0
921,"Who do Priesthood representatives defer to, at times?>>>>The role of ""spiritual teacher"" may be filled by many individuals in the LDS Church, often a trusted friend, who may hold any office, from Elder to Bishop, or no office at all.",1.0
922,"What did he light at his laboratories to demonstrate his wireless power transmission?>>>>He lit electric lamps wirelessly at both locations, demonstrating the potential of wireless power transmission.",0.0
923,"In autoimmune disorders, the immune system doesn't distinguish between what types of cells?>>>>One of the functions of specialized cells (located in the thymus and bone marrow) is to present young lymphocytes with self antigens produced throughout the body and to eliminate those cells that recognize self-antigens, preventing autoimmunity.",1.0
924,"How many teams can boast a 15–1 regular season record?>>>>For the third straight season, the number one seeds from both conferences met in the Super Bowl.",1.0
925,"In what year did Fresno become an incorporated city?>>>>Soon there was a store around the station and the store grew the town of Fresno Station, later called Fresno.",1.0
926,"When was Warsaw completely razed to the ground by bombing raids?>>>>After liberation, rebuilding began as in other cities of the communist-ruled PRL.",1.0
927,Who published the State of the Planet 2008-2009 report?>>>>Others see as well mixed blessings of the drive for consensus within the IPCC process and ask to include dissenting or minority positions or to improve statements about uncertainties.,1.0
928,"What was the goal of John Sheepshanks considerable bequest to the museum?>>>>In 1857 John Sheepshanks donated 233 paintings, mainly by contemporary British artists, and a similar number of drawings to the museum with the intention of forming a 'A National Gallery of British Art', a role since taken on by Tate Britain; artists represented are William Blake, James Barry, Henry Fuseli, Sir Edwin Henry Landseer, Sir David Wilkie, William Mulready, William Powell Frith, Millais and Hippolyte Delaroche.",0.0
929,"What does oxygen the basis for in combustion?>>>>Fire and explosion hazards exist when concentrated oxidants and fuels are brought into close proximity; an ignition event, such as heat or a spark, is needed to trigger combustion.",1.0
930,How much can the SP alter income tax in Scotland?>>>>The specific devolved matters are all subjects which are not explicitly stated in Schedule 5 to the Scotland Act as reserved matters.,1.0
931,"What dilemma is a good example of moral civil disobedience?>>>>But Stephen Eilmann argues that if it is necessary to disobey rules that conflict with morality, we might ask why disobedience should take the form of public civil disobedience rather than simply covert lawbreaking.",1.0
932,"How much retail activity does the neighborhood have?>>>>Due to its position on the edge of the city and years of neglect by developers, is not a true ""inner-city"" neighborhood, and there are many vacant lots, strawberry fields and vineyards throughout the neighborhood.",1.0
933,Who did Edward make archbishop of Canterbury?>>>>He appointed Robert of Jumièges archbishop of Canterbury and made Ralph the Timid earl of Hereford.,0.0
934,"How much of the population of Earth ended up seeing the images of the Earth and the Moon?>>>>The crew of Apollo 8 sent the first live televised pictures of the Earth and the Moon back to Earth, and read from the creation story in the Book of Genesis, on Christmas Eve, 1968.",1.0
935,"What was special about Tesla's memory?>>>>Tesla's mother, Đuka Tesla (née Mandić), whose father was also an Orthodox priest,:10 had a talent for making home craft tools, mechanical appliances, and the ability to memorize Serbian epic poems.",1.0
936,"How did Luther view Islam?>>>>Though Luther saw the Muslim faith as a tool of the devil, he was indifferent to its practice: ""Let the Turk believe and live as he will, just as one lets the papacy and other false Christians live.""",0.0
937,To what is singlet oxygen more reactive?>>>>It is much more reactive towards common organic molecules than is molecular oxygen per se.,0.0
938,"Approximately how many gems in Reverend Chauncy Hare Townshend's collection was given to the museum?>>>>The jewellery collection, containing over 6000 items is one of the finest and most comprehensive collections of jewellery in the world and includes works dating from Ancient Egypt to the present day, as well as jewellery designs on paper.",1.0
939,"Which architect, famous for the India Gate in New Delhi, is represented in the RIBA collection?>>>>British architects whose drawings, and in some cases models of their buildings, in the collection, include: Inigo Jones, Sir Christopher Wren, Sir John Vanbrugh, Nicholas Hawksmoor, William Kent, James Gibbs, Robert Adam, Sir William Chambers, James Wyatt, Henry Holland, John Nash, Sir John Soane, Sir Charles Barry, Charles Robert Cockerell, Augustus Welby Northmore Pugin, Sir George Gilbert Scott, John Loughborough Pearson, George Edmund Street, Richard Norman Shaw, Alfred Waterhouse, Sir Edwin Lutyens, Charles Rennie Mackintosh, Charles Holden, Frank Hoar, Lord Richard Rogers, Lord Norman Foster, Sir Nicholas Grimshaw, Zaha Hadid and Alick Horsnell.",0.0
940,"Who had five sacks in nine games as a Carolina Panthers starter?>>>>Carolina's secondary featured Pro Bowl safety Kurt Coleman, who led the team with a career high seven interceptions, while also racking up 88 tackles and Pro Bowl cornerback Josh Norman, who developed into a shutdown corner during the season and had four interceptions, two of which were returned for touchdowns.",1.0
941,"What additional srevice did BSkyB offer besides Video on Demand that they claimed offered ""substantially more value""?>>>>The failure to renew the existing carriage agreements negotiated with NTL and Telewest resulted in Virgin Media removing the basic channels from the network on 1 March 2007.",1.0
942,"How many Doctor Who episodes have been shown, in total?>>>>826 Doctor Who instalments have been televised since 1963, ranging between 25-minute episodes (the most common format), 45-minute episodes (for Resurrection of the Daleks in the 1984 series, a single season in 1985, and the revival), two feature-length productions (1983's The Five Doctors and the 1996 television film), eight Christmas specials (most of 60 minutes' duration, one of 72 minutes), and four additional specials ranging from 60 to 75 minutes in 2009, 2010 and 2013.",0.0
943,"Who designed the ""50""?>>>>In addition to the Vince Lombardi Trophy that all Super Bowl champions receive, the winner of Super Bowl 50 will also receive a large, 18-karat gold-plated ""50"".",1.0
944,What types of health outcomes do pharmacists aim for with their patients?>>>>Pharmacists are healthcare professionals with specialised education and training who perform various roles to ensure optimal health outcomes for their patients through the quality use of medicines.,0.0
945,"After the operators are warned by the escape of the steam, what may they then do?>>>>If they were any larger, the volume of escaping steam would itself endanger the crew.[citation needed]",1.0
946,"What is the Scottish Parliament currently in the fourth of?>>>>Subject Committees are established at the beginning of each parliamentary session, and again the members on each committee reflect the balance of parties across Parliament.",1.0
947,"How many paintings did John Sheeshanks give to the museum?>>>>Although some of Constable's works came to the museum with the Sheepshanks bequest, the majority of the artist's works were donated by his daughter Isabel in 1888, including the large number of sketches in oil, the most significant being the 1821 full size oil sketch for The Hay Wain.",1.0
948,"What armed group stopped the uprising at Ballarat?>>>>In 1854 at Ballarat there was an armed rebellion against the government of Victoria by miners protesting against mining taxes (the ""Eureka Stockade"").",1.0
949,"When did the so called gentlemen's agreement between Sadat and the Islamists break down?>>>>This ""gentlemen's agreement"" between Sadat and Islamists broke down in 1975 but not before Islamists came to completely dominate university student unions.",0.0
950,"Who was named the president and CEO of ABC after Goldenson suffered a heart attack?>>>>On January 17, 1972, Elton Rule was named President and Chief Operating Officer of ABC a few months after Goldenson reduced his role in the company after suffering a heart attack.",0.0
951,"What signer of the Articles of Confederation was descended from Huguenots?>>>>Paul Revere was descended from Huguenot refugees, as was Henry Laurens, who signed the Articles of Confederation for South Carolina; Jack Jouett, who made the ride from Cuckoo Tavern to warn Thomas Jefferson and others that Tarleton and his men were on their way to arrest him for crimes against the king; Francis Marion, and a number of other leaders of the American Revolution and later statesmen.",0.0
952,"Statues of British artists adorn which part of the tower above the main entrance?>>>>Likewise the tower above the main entrance has an open work crown surmounted by a statue of fame, a feature of late Gothic architecture and a feature common in Scotland, but the detail is Classical.",1.0
953,"How do you pronounce Fresno?>>>>The name Fresno means ""ash tree"" in Spanish, and an ash leaf is featured on the city's flag.",1.0
954,"Which performers joined the headliner during the Super Bowl 50 halftime show?>>>>The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively.",0.0
955,What was the premise of Woodrow Wilson's inquiry?>>>>The point of this inquiry was to build a premise that would allow for U.S authorship of a 'new world' which was to be characterized by geographical order.,0.0
956,"How many people lived in Fresno in 2000, according to the Census Bureau?>>>>Hispanic or Latino of any race were 39.9% of the population.",1.0
957,During which era did the Aztec and Incan empires thrive?>>>>The Americas during the pre-Columbian era also had large empires such as the Aztec Empire and the Incan Empire.,0.0
958,"How many seats did the SNP take from the Liberal Democrats?>>>>The election produced a majority SNP government, making this the first time in the Scottish Parliament where a party has commanded a parliamentary majority.",1.0
959,What sort of motion did Watt's steam engine continuously produce?>>>>In 1781 James Watt patented a steam engine that produced continuous rotary motion.,0.0
960,How many touchdowns did Manning throw in the game?>>>>Manning finished the game 13 of 23 for 141 yards with one interception and zero touchdowns.,0.0
961,How many factors of health and social problems did Wilkinson and PIckett identify?>>>>In recent years the characteristic that has strongly correlated with health in developed countries is income inequality.,1.0
962,"In what year did the serial format change for the Doctor Who series?>>>>As in the early ""classic"" era, each episode, whether standalone or part of a larger story, has its own title.",1.0
963,"What has been analyzed to compare Amazon rainfall in the past and present?>>>>This debate has proved difficult to resolve because the practical limitations of working in the rainforest mean that data sampling is biased away from the center of the Amazon basin, and both explanations are reasonably well supported by the available data.",1.0
964,"What is one way in which graphs can be encoded?>>>>As in a real-world computer, mathematical objects other than bitstrings must be suitably encoded.",1.0
965,"What don't chloroplastidan chloroplasts have?>>>>Chloroplastidan chloroplasts have lost the peptidoglycan wall between their double membrane, and have replaced it with an intermembrane space.",0.0
966,"What is the largest city the Rhine runs through?>>>>The biggest city on the river Rhine is Cologne, Germany with a population of more than 1,050,000 people.",0.0
967,"What was Frensh military presence at start of war?>>>>Most British colonies mustered local militia companies, generally ill trained and available only for short periods, to deal with native threats, but did not have any standing forces.",1.0
968,What was the percentage of Black or African-Americans living in the city?>>>>Hispanic or Latino of any race were 39.9% of the population.,1.0
